description,price,rating,review_count,url
"ASUS ZenBook 14 (2020) Intel Core i5-1135G7 11th Gen 14-inch (35.56 cms) FHD Thin & Light Laptop (8GB RAM/512GB SSD/Windows 10 Pro/Intel Iris Xᵉ Graphics/Pine Grey/1.17 kg), UX425EA-BM287R","82,700",,,https://www.amazon.in/ASUS-ZenBook-i5-1135G7-Graphics-UX425EA-BM287R/dp/B0983VLDQS/ref=sr_1_227?dchild=1&keywords=laptop&qid=1627416992&sr=8-227
"Lenovo V15 AMD Ryzen 3 3250U 15.6-inch HD Laptop (4GB/1TB/Windows 10/AMD Radeon Graphics/Grey/1.85Kg),82C70017IH","32,490",3.4 out of 5 stars,27,https://www.amazon.in/Lenovo-V15-15-6-inch-Graphics-82C70017IH/dp/B08DYB7D8J/ref=sr_1_228?dchild=1&keywords=laptop&qid=1627416992&sr=8-228
"HP 15 11th Gen Intel Core i3 Processor 15.6"" (39.62cms) FHD Laptop with Alexa Built-in(i3-1115G4/8GB/1TB HDD/M.2 Slot/Win 10/MS Office/Natural Silver/1.76 Kg), 15s-du3038TU","41,990",3.7 out of 5 stars,190,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg14_1?ie=UTF8&adId=A03144331WA1C21WLPWI5&url=%2FHP-Processor-39-62cms-i3-1115G4-15s-du3038TU%2Fdp%2FB08S3MGDS3%2Fref%3Dsr_1_229_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416992%26sr%3D8-229-spons%26psc%3D1&qualifier=1627416992&id=7263863592504056&widgetName=sp_btf
"Dell Vostro 3400 14"" (35.56 cms) FHD Anti Glare Display Laptop (11th Gen i5-1135G7 / 8GB / 1TB / Integrated Graphics / Win 10 + MS Office / Black/ 1.58Kg) D552154WIN9BE","52,690",3.6 out of 5 stars,83,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg14_1?ie=UTF8&adId=A03128052M28BNVDZI78U&url=%2FDell-i5-1135G7-Integrated-Graphics-D552154WIN9BE%2Fdp%2FB08RXZCXH6%2Fref%3Dsr_1_230_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416992%26sr%3D8-230-spons%26psc%3D1&qualifier=1627416992&id=7263863592504056&widgetName=sp_btf
"HP 14 11th Gen Intel Core i5 Processor 14-inch(35.6 cm) FHD Laptop (8GB/512GB/Windows 10/MS Office/Natural Silver/1.46Kg), 14s-dr2016tu","58,490",4.2 out of 5 stars,320,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg15_1?ie=UTF8&adId=A03126492WD7VIC4OPNI2&url=%2FHP-Processor-14-inch-Windows-14s-dr2016tu%2Fdp%2FB092MS22P1%2Fref%3Dsr_1_225_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416997%26sr%3D8-225-spons%26psc%3D1&qualifier=1627416997&id=6466012676982631&widgetName=sp_atf_next
"ASUS TUF Dash F15 (2021), 15.6"" (39.62 cms) FHD 144Hz, Intel Core i7-11370H 11th Gen, RTX 3050 Ti 4GB Graphics, Gaming Laptop (16GB/1TB SSD/Office 2019/Windows 10/Eclipse Gray/2 kg), FX516PE-HN088TS","1,07,990",4.0 out of 5 stars,1,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg15_1?ie=UTF8&adId=A05737051OF0H1VKX0MNY&url=%2FASUS-TUF-F15-i7-11370H-FX516PE-HN088TS%2Fdp%2FB094RDLV5P%2Fref%3Dsr_1_226_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416997%26sr%3D8-226-spons%26psc%3D1&qualifier=1627416997&id=6466012676982631&widgetName=sp_atf_next
"Lenovo V145-AMD-A6 15.6 inch HD Laptop (4GB RAM/ 1TB HDD/ Windows 10 Home/ Black/ 2.1 kg), 81MTA000IH","31,299",3.3 out of 5 stars,152,https://www.amazon.in/Lenovo-V145-AMD-A6-Laptop-Windows-81MTA000IH/dp/B083C9RDCW/ref=sr_1_227?dchild=1&keywords=laptop&qid=1627416997&sr=8-227
"(Renewed) Dell Intel Core i5-4th Gen 14 Inch(35.56 cms) 1366x768 HD Laptop (8GB RAM/500GB HDD/Windows 10 Pro/MS Office/Intel Integrated HD Graphics 4400/1.9Kg,Silver) Latitude E7440","35,999",,,https://www.amazon.in/Dell-1366x768-Integrated-Graphics-Latitude/dp/B09B51W3TB/ref=sr_1_229?dchild=1&keywords=laptop&qid=1627416997&sr=8-229
"HP 15 Intel Pentium Gold 6405U Processor Entry Level 15.6-inch (39.62 cms) FHD Laptop (4GB/1TB/Win 10/Jet Black/1.74kg), 15s-du1052tu + Wired Mouse + Microsoft 365 Personal 12-Month Subscription","32,138",,,https://www.amazon.in/HP-Processor-15-6-inch-15s-du1052tu-Subscription/dp/B09B782Y1S/ref=sr_1_230?dchild=1&keywords=laptop&qid=1627416997&sr=8-230
"ASUS VivoBook S S14 Intel Core i5-1135G7 11th Gen 14"" (35.56 cm) FHD Thin and Light Laptop (8GB RAM/512GB SSD + 32GB Optane Memory/Windows 10/Office 2019/Iris X Graphics/White/1.4 Kg) S433EA-AM502TS","64,400",4.3 out of 5 stars,180,https://www.amazon.in/ASUS-VivoBook-i5-1135G7-Graphics-S433EA-AM502TS/dp/B08SNHVK6F/ref=sr_1_233?dchild=1&keywords=laptop&qid=1627416997&sr=8-233
"AVITA PURA NS14A6INT441-SGGYB 14"" (35.56cms) Laptop (8th Gen Intel Core i3-8145U / 4 GB RAM / 256 GB SSD/Windows 10 Home/FHD/Intel® UHD Graphics 620/1.34Kg), Space Grey with 3-in-1 Grey Sleeve","34,700",3.8 out of 5 stars,90,https://www.amazon.in/AVITA-NS14A6INT441-SGGYB-14-inch-i3-8145U-Graphics/dp/B082W823RZ/ref=sr_1_234?dchild=1&keywords=laptop&qid=1627416997&sr=8-234
"Dell XPS 13 7390 10th Generation Corei5-1021U 8GB RAM,512GB SSD,13.3"" Full HD Windows 10 Laptop","1,05,225",2.8 out of 5 stars,10,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg15_1?ie=UTF8&adId=A09407161DC04JKQAZ68H&url=%2FDell-Generation-Corei5-1021U-Windows-Laptop%2Fdp%2FB07SGD54KK%2Fref%3Dsr_1_235_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416997%26sr%3D8-235-spons%26psc%3D1&qualifier=1627416997&id=6466012676982631&widgetName=sp_mtf
Dell G3 3500 Gaming Laptop with 15.6 Inch (39.62 cms) 120 Hz FHD Display (10th Gen i5-10300H/ 8 GB/ 1TB+256 SSD/ Win 10/ NVIDIA GTX 1650 4GB Graphics) D560245HIN9BE / D560317HIN9BE,"73,490",4.1 out of 5 stars,323,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg15_1?ie=UTF8&adId=A05761692SXGOGL8D4BU2&url=%2FDell-i5-10300H-Graphics-D560245HIN9BE-D560317HIN9BE%2Fdp%2FB08GY2DR2Z%2Fref%3Dsr_1_236_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416997%26sr%3D8-236-spons%26psc%3D1&qualifier=1627416997&id=6466012676982631&widgetName=sp_mtf
"HP Pavilion Gaming 15.6-inch(39.62 cms) FHD Gaming Laptop (Ryzen 5-3550H/8GB/1TB HDD/M.2 Slot/Windows 10/NVIDIA GTX 1650 4GB/Shadow Black/2.25 kg), 15-ec0100AX","59,890",3.7 out of 5 stars,135,https://www.amazon.in/HP-Pavilion-15-6-inch-5-3550H-15-ec0100AX/dp/B08CYZM4Y3/ref=sr_1_237?dchild=1&keywords=laptop&qid=1627416997&sr=8-237
"Victus by HP Ryzen 5 5600H 16.1-inch(40.9 cm) FHD Gaming Laptop (8GB RAM/512GB SSD/4GB RTX 3050 Graphics/Flicker Free Display/Windows 10/MS Office/Mica Silver/2.48 Kg), 16-e0076AX","81,868",,,https://www.amazon.in/HP-16-1-inch-Graphics-Flicker-16-e0076AX/dp/B098QBZF1N/ref=sr_1_239?dchild=1&keywords=laptop&qid=1627416997&sr=8-239
"Lenovo V15 AMD RYZEN 3 3250U 15.6-inch (39.62 cm) HD Laptop (4GB/1TB/Windows 10/Grey/1.85Kg) ,82C7001YIH","31,192",3.1 out of 5 stars,21,https://www.amazon.in/Lenovo-V15-15-6-inch-Windows-82C7001YIH/dp/B0897MV47X/ref=sr_1_240?dchild=1&keywords=laptop&qid=1627416997&sr=8-240
"(Renewed) HP Pavilion (2021) Thin & Light 11th Gen Core i5 Laptop, 16 GB RAM, 512GB SSD, Iris Xe Graphics, 14-inch (35.56 cms) FHD Screen, Win 10, MS Office, Backlit Keyboard, Ceramic White (14-dv0053TU)","56,092",,,https://www.amazon.in/HP-Pavilion-Graphics-Keyboard-14-dv0053TU/dp/B09B7VGRGS/ref=sr_1_241?dchild=1&keywords=laptop&qid=1627416997&sr=8-241
"Lenovo V14 Intel Core i3 10th Gen 14-inch HD Thin and Light Laptop (4GB RAM/ 1TB HDD/ Win 10 Home/ Grey/ 1.6 kg), 82C4A00NIH","37,750",3.0 out of 5 stars,14,https://www.amazon.in/Lenovo-Intel-14-inch-Laptop-82C4A00NIH/dp/B08DFRKHLL/ref=sr_1_242?dchild=1&keywords=laptop&qid=1627416997&sr=8-242
"(Renewed) Lenovo Intel Core i5 3320M 14-Inch (35.56 cms) 1366x768 Laptop (8 GB/500 GB HDD/Windows 10/MS Office Pro 2019 /Intel HD Graphics 4000/Black/1.60 Kg), Thinkpad T430","33,999",3.2 out of 5 stars,110,https://www.amazon.in/Lenovo-Thinkpad-T430-Integrated-graphics/dp/B07ZD7CBLL/ref=sr_1_244?dchild=1&keywords=laptop&qid=1627416997&sr=8-244
"HP Pavilion x360 Core i3 Touchscreen 14-inch (35.56 cms) FHD Laptop (i3-10110U/8GB/256GB SSD/Win 10/MS Office/Mineral Silver/1.6kg), 14-dh1181tu","54,000",4.5 out of 5 stars,201,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg15_1?ie=UTF8&adId=A03507946OSD3NJJFO72&url=%2FHP-Pavilion-Touchscreen-i3-10110U-14-dh1181tu%2Fdp%2FB08HK11NCJ%2Fref%3Dsr_1_245_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416997%26sr%3D8-245-spons%26psc%3D1&qualifier=1627416997&id=6466012676982631&widgetName=sp_btf
"HP Pavilion Gaming 10th Gen Intel Core i5 Processor 15.6-inch FHD Gaming Laptop (8GB/512GB SSD + 32GB Intel Optane/Windows 10/NVIDIA 1650Ti 4GB/Shadow Black), 15-dk1508TX","68,990",4.3 out of 5 stars,45,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg15_1?ie=UTF8&adId=A0577461HQTQ6M58R5VL&url=%2FHP-Pavilion-Processor-15-6-inch-15-dk1508TX%2Fdp%2FB08ZN6KNP1%2Fref%3Dsr_1_246_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627416997%26sr%3D8-246-spons%26psc%3D1&qualifier=1627416997&id=6466012676982631&widgetName=sp_btf
"DELL Inspiron 5501 15.6-inch FHD Laptop (10th Gen Core i7-1065G7/8GB/512GB NVMe SSD/Windows 10/MS Office 2019/2GB NVIDIA GeForce MX330 Graphics/Backlit KB), Platinum Silver","91,990",4.5 out of 5 stars,6,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg16_1?ie=UTF8&adId=A06076422NNR4KJN9GVJV&url=%2FDELL-Inspiron-5501-15-6-inch-i7-1065G7%2Fdp%2FB08HV1HFH6%2Fref%3Dsr_1_241_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627417001%26sr%3D8-241-spons%26psc%3D1&qualifier=1627417001&id=630298127828229&widgetName=sp_atf_next
"MSI Modern 15, Intel 10th Gen. i5-10210U, 15.6"" (39.62cms) FHD Laptop (8GB/512GB NVMe SSD/Windows 10 Home/Carbon Grey/1.6Kg), A10M-482IN","63,237",3.5 out of 5 stars,8,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg16_1?ie=UTF8&adId=A0243161TZM1T5NQHJ4A&url=%2FMSI-i5-10210U-39-62cms-Windows-A10M-482IN%2Fdp%2FB08NTVZMWD%2Fref%3Dsr_1_242_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627417001%26sr%3D8-242-spons%26psc%3D1&qualifier=1627417001&id=630298127828229&widgetName=sp_atf_next
Dell Inspiron 3505 15.6-inch FHD Laptop (AMD Ryzen 3 3250U/8GB/1TB HDD/Windows 10/MS Office 2019/AMD Radeon Vega Graphics) Platinum Silver,"40,895",3.5 out of 5 stars,43,https://www.amazon.in/Dell-Inspiron-15-6-inch-Laptop-Graphics/dp/B08KWJ4G4R/ref=sr_1_243?dchild=1&keywords=laptop&qid=1627417001&sr=8-243
"Dell Inspiron 3501 15.6-inch FHD Laptop (10th Gen Core i3-1005G1/4GB/1TB HDD + 256GB SSD/Windows 10 Home + MS Office/Intel HD Graphics), Soft Mint","45,990",3.4 out of 5 stars,193,https://www.amazon.in/Dell-Inspiron-3501-15-6-inch-i3-1005G1/dp/B08LH338FN/ref=sr_1_245?dchild=1&keywords=laptop&qid=1627417001&sr=8-245
"(Renewed) Dell Intel Core i7 6th Gen 14-Inch(35.56 cms) (1920 x 1080) Laptop (16GB RAM/512GB SSD/Windows 10 Pro/MS Office/Intel Integrated HD Graphics /1.5Kg,Black) Latitude E5470","58,999",,,https://www.amazon.in/Renewed-Dell-Integrated-Graphics-Latitude/dp/B098TTQFJB/ref=sr_1_246?dchild=1&keywords=laptop&qid=1627417001&sr=8-246
"HP Envy 11th Gen Core i7 Processor 13.3-inch (33.78 cms) FHD Touchscreen Laptop (16GB/1TB SSD/Win 10/NVIDIA MX450 2GB/Natural Silver/1.3 kg), 13-ba1018TX","1,09,990",4.0 out of 5 stars,212,https://www.amazon.in/HP-Processor-13-3-inch-Touchscreen-13-ba1018TX/dp/B091FJ13Q5/ref=sr_1_247?dchild=1&keywords=laptop&qid=1627417001&sr=8-247
"HP 15 (2021) Thin & Light Ryzen 7 4700U Processor, 8GB RAM, 512GB SSD, Radeon Graphics, 15.6-inch (39.6 cms) FHD Screen, Windows 10, MS Office, Natural Silver(15s-er1007AU)","69,771",,,https://www.amazon.in/HP-Processor-Graphics-15-6-inch-15s-er1007AU/dp/B0979FNWGM/ref=sr_1_248?dchild=1&keywords=laptop&qid=1627417001&sr=8-248
"Dell Inspiron 3501 15.6-inch FHD Laptop (11th Gen Core i5-1135G7/4GB/1TB HDD+256GB SSD/Windows 10 Home + MS Office/Intel HD Graphics),Black","58,451",4.2 out of 5 stars,18,https://www.amazon.in/Dell-Inspiron-3501-15-6-inch-i5-1135G7/dp/B08QN1RFSS/ref=sr_1_249?dchild=1&keywords=laptop&qid=1627417001&sr=8-249
"Asus Gaming Laptop ROG Strix G15 i7-10750H(8 Gb Ram,1T SSD,15.6 FHD-144hz,GTX1650Ti-4GB,RGB Backlit,WIFI6,WIN10,,Electro Punk),G512LI-HN179T","97,000",2.9 out of 5 stars,2,https://www.amazon.in/i7-10750H-FHD-144hz-GTX1650Ti-4GB-Backlit-G512LI-HN179T/dp/B08JVDBBFT/ref=sr_1_250?dchild=1&keywords=laptop&qid=1627417001&sr=8-250
"Lenovo Yoga Slim 7 Intel i5 11th Gen 14"" FHD Thin and Light Laptop (16GB/512SSD/Win10 + Office Home/Intel Iris Xe Graphics/Slate Grey/1.36kg), 82A3009RIN","82,990",3.5 out of 5 stars,17,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg16_1?ie=UTF8&adId=A07711982QR9F968IMVYI&url=%2FLenovo-Laptop-512SSD-Graphics-82A3009RIN%2Fdp%2FB092MRNLLF%2Fref%3Dsr_1_251_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627417001%26sr%3D8-251-spons%26psc%3D1&qualifier=1627417001&id=630298127828229&widgetName=sp_mtf
"Dell 14 (2021) i3-1125G4 2in1 Touch Screen Laptop, 8Gb RAM, 256Gb SSD, 14” (35.56 cms) FHD Display, Win 10 + MSO, Backlit KB + FPR, Silver Color (Inspiron 5410, D560563WIN9S)","50,190",3.7 out of 5 stars,33,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg16_1?ie=UTF8&adId=A0870186155DFDA60XVR2&url=%2FDell-i3-1125G4-Inspiron-5410-D560563WIN9S%2Fdp%2FB097SYQL3M%2Fref%3Dsr_1_252_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627417001%26sr%3D8-252-spons%26psc%3D1&qualifier=1627417001&id=630298127828229&widgetName=sp_mtf
"Victus by HP Ryzen 7 5800H 16.1-inch(40.9 cm) FHD Gaming Laptop (16GB RAM/512GB SSD/4GB RTX 3050Ti Graphics/Flicker Free Display/144Hz/Win 10/MS Office/Mica Silver/2.48 Kg), 16-e0078AX","1,01,751",,,https://www.amazon.in/HP-16-1-inch-Graphics-Flicker-16-e0078AX/dp/B098QB5VW3/ref=sr_1_253?dchild=1&keywords=laptop&qid=1627417001&sr=8-253
Acer Aspire 5 Thin and Light Laptop Intel Core I5 11th Gen ( 8 GB/512 GB SSD/ Windows 10 Home/ Iris Xe Graphic) A515-56-54FN with 39.6 cm (15.6 Inch) with FHD Display / 1.65 Kgs,"56,488",4.2 out of 5 stars,22,https://www.amazon.in/Acer-Windows-Graphic-A515-56-54FN-Display/dp/B08XMF2X8M/ref=sr_1_254?dchild=1&keywords=laptop&qid=1627417001&sr=8-254
Dell Inspiron 3505 15.6-inch FHD Laptop (Ryzen 3 3250U/8GB/256GB SSD+1TB HDD/Windows 10/MS Office 2019/AMD Radeon Vega Graphics) Platinum Silver,"47,799",4.1 out of 5 stars,99,https://www.amazon.in/Dell-Inspiron-15-6-inch-Laptop-Graphics/dp/B08KY7QQ7H/ref=sr_1_255?dchild=1&keywords=laptop&qid=1627417001&sr=8-255
"(Renewed) LifeDigital ZED AIR CX3 Laptop, 15.6""(39.62 cms) IPS FHD, Intel® Core™ i3/8GB RAM/2TB HDD + 256GB Storage/Camera/LAN/Windows 10, Black","25,990",2.0 out of 5 stars,2,https://www.amazon.in/Renewed-LifeDigital-Laptop-Storage-Windows/dp/B096MZNY2D/ref=sr_1_256?dchild=1&keywords=laptop&qid=1627417001&sr=8-256
"LG Gram 10th Gen Intel Core i7-1065G7 17-inch IPS WQXGA (2560X1600) Thin and Light Laptop (8GB/512GB SSD/Windows 10 64-bit/Dark Silver/1.35kg), 17Z90N","1,05,990",4.7 out of 5 stars,34,https://www.amazon.in/LG-i7-1065G7-17-inch-2560X1600-Windows/dp/B08J3D2YHV/ref=sr_1_257?dchild=1&keywords=laptop&qid=1627417001&sr=8-257
"Acer Aspire 5 15.6"" (39.62cms) Laptop(Intel Core i5 11th Generation/8GB/512GB SSD/Windows 10 Home/Intel Iris Xe Graphics),Black A515-56","54,990",4.0 out of 5 stars,50,https://www.amazon.in/Acer-39-62cms-Generation-Windows-Graphics/dp/B08SD5Z4K8/ref=sr_1_258?dchild=1&keywords=laptop&qid=1627417001&sr=8-258
"Victus by HP Ryzen 7 5800H 16.1-inch(40.9 cm) FHD Gaming Laptop (16GB RAM/512GB SSD/6GB RTX 3060 Graphics/Flicker Free Display/144Hz/Win 10/MS Office/Mica Silver/2.48 Kg), 16-e0360AX","1,16,955",,,https://www.amazon.in/HP-16-1-inch-Graphics-Flicker-16-e0360AX/dp/B098Q9PKPQ/ref=sr_1_259?dchild=1&keywords=laptop&qid=1627417001&sr=8-259
"Dell Vostro 5415 14.0"" FHD Display Laptop (R5-5500U / 8GB / 512GB SSD / Integrated Graphics / Win10 + MSO / Backlit KB + FPR / Titan Grey Color) D552192WIN9S","61,309",,,https://www.amazon.in/Dell-Vostro-5415-Integrated-D552192WIN9S/dp/B097SZ3P33/ref=sr_1_260?dchild=1&keywords=laptop&qid=1627417001&sr=8-260
"Acer Aspire 5 Intel Core i5 11th Generation 14"" (35.56 cms)- (8 GB/512 GB SSD/Windows 10 Home/Intel Iris Xe Graphics /MS Office/1.45Kg/Gold) A514-54","62,990",3.5 out of 5 stars,83,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg16_1?ie=UTF8&adId=A035095034VD4NPL8NEM9&url=%2FAcer-Generation-Windows-Graphics-A514-54%2Fdp%2FB08VT7FFXJ%2Fref%3Dsr_1_261_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627417001%26sr%3D8-261-spons%26psc%3D1&qualifier=1627417001&id=630298127828229&widgetName=sp_btf
"ASUS ZenBook Duo 14 (2021), 14"" (35.56 cms) FHD Dual-Screen Touch Laptop (8GB/512GB SSD/Intel Iris Xe Graphics/Office 2019/Windows 10/Celestial Blue/1.62 Kg), UX482EA-KA501TS","1,04,490",4.5 out of 5 stars,7,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg16_1?ie=UTF8&adId=A1008338T6BBJJCMT1VP&url=%2FASUS-Dual-Screen-Graphics-Celestial-UX482EA-KA501TS%2Fdp%2FB08CGKFW23%2Fref%3Dsr_1_262_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627417001%26sr%3D8-262-spons%26psc%3D1&qualifier=1627417001&id=630298127828229&widgetName=sp_btf
"Lenovo Yoga 7 11th Gen Intel Core i7-1165G7 14"" (35.56cm) FHD IPS 2-in-1 Touchscreen Laptop (16GB/512GB SSD/Windows 10/MS Office/Lenovo Digital Pen/Fingerprint Reader/Slate Grey/1.43Kg), 82BH004HIN","96,888",3.9 out of 5 stars,29,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg17_1?ie=UTF8&adId=A0870125WC700WBB6DFH&url=%2FLenovo-Touchscreen-Fingerprint-Aluminium-82BH004HIN%2Fdp%2FB08P3M22QQ%2Fref%3Dsr_1_257_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627417006%26sr%3D8-257-spons%26psc%3D1&qualifier=1627417006&id=5511448163856922&widgetName=sp_atf_next
"HP OMEN 10th Gen Intel Core i5 Processor 15.6-inch FHD Gaming Laptop (i5-10300H/8GB/1TB SSD/Windows 10/NVIDIA GTX 1650ti 4GB/Shadow Black/2.36 kg), 15-ek0017TX","85,999",4.2 out of 5 stars,73,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg17_1?ie=UTF8&adId=A05754334CLDTRD1RDJF&url=%2FHP-Processor-15-6-inch-i5-10300H-15-ek0017TX%2Fdp%2FB08CGMGQ3P%2Fref%3Dsr_1_258_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627417006%26sr%3D8-258-spons%26psc%3D1&qualifier=1627417006&id=5511448163856922&widgetName=sp_atf_next
"ASUS VivoBook Ultra K14 (2020), Intel Core i5-1035G1 10th Gen, 14"" (35.56cms) FHD Thin and Light Laptop (8GB RAM/512GB SSD/Windows 10/Integrated Graphics/Transparent Silver/1.4 kg), K413JA-EK286T","57,890",4.2 out of 5 stars,10,https://www.amazon.in/ASUS-i5-1035G1-Integrated-Transparent-K413JA-EK286T/dp/B08S4R2L5T/ref=sr_1_260?dchild=1&keywords=laptop&qid=1627417006&sr=8-260
"NEXSTGO Primus NX201 NP15N1IN008P 15.6-inch Laptop (Core i7-8550U/8GB/256GBSSD/Windows 10 Pro/Full HD + IR/Finger Print/Integrated Graphics/Thin & Light/1.88KG), Dark Gray","56,155",2.0 out of 5 stars,3,https://www.amazon.in/Nexstgo-NP15N1IN008P-15-6-inch-i7-8550U-Integrated/dp/B07KGP3HP3/ref=sr_1_261?dchild=1&keywords=laptop&qid=1627417006&sr=8-261
"Lenovo V14 AMD RYZEN 3 3250U 14"" (35.56cms) HD Laptop (4GB/1TB/Dos/Iron Grey/1.85Kg) 82C6000KIH","30,999",3.3 out of 5 stars,40,https://www.amazon.in/Lenovo-V14-14-inch-Laptop-82C6000KIH/dp/B08CXSLPTZ/ref=sr_1_262?dchild=1&keywords=laptop&qid=1627417006&sr=8-262
"Dell G5 5505 15.6"" FHD 120Hz 250 NITS Display Gaming Laptop (i5-10300H / 8GB / 512GB SSD / NVIDIA GEFORCE GTX 1650 Ti 4GB GDDR6 Graphics / Win 10 + MSO / Black / FPR + Blue KB) D560263WIN9B","76,690",,,https://www.amazon.in/Dell-Display-i5-10300H-Graphics-D560263WIN9B/dp/B0919YS7HD/ref=sr_1_263?dchild=1&keywords=laptop&qid=1627417006&sr=8-263
"(Renewed) Lenovo Thinkpad Laptop X240 Intel Core i5 - 4300u Processor, 4 GB Ram & 128 GB SSD, Win10, 12.5 Inches 1.3 KG Ultralight Computer","28,790",,,https://www.amazon.in/Renewed-Lenovo-Thinkpad-Laptop-Intel/dp/B095RR97SB/ref=sr_1_264?dchild=1&keywords=laptop&qid=1627417006&sr=8-264
"HP Pavilion 11th Gen Intel Core i5 Processor 15.6-inch FHD Laptop with Alexa Built-in (16GB/512GB SSD/Win 10/MS Offce/2GB NVIDIA MX450 Graphics/Ceramic White/1.75 Kg), 15-eg0124TX","77,900",4.5 out of 5 stars,6,https://www.amazon.in/HP-Pavilion-Processor-15-6-inch-15-eg0124TX/dp/B08XBCX6HC/ref=sr_1_266?dchild=1&keywords=laptop&qid=1627417006&sr=8-266
Dell Inspiron 5502 15.6 Inch FHD 11th gen Laptop (i5-1135G7 / 8GB / 512 SSD / MX330 2GB Card Nvidia Graphics Card/ Win 10 + MS Office H&S / Silver) D560364WIN9S,"70,250",4.0 out of 5 stars,43,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg17_1?ie=UTF8&adId=A03119133MO6WHVA2XKV4&url=%2FDell-Inspiron-i5-1135G7-Graphics-D560364WIN9S%2Fdp%2FB08M5PFY5F%2Fref%3Dsr_1_267_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627417006%26sr%3D8-267-spons%26psc%3D1&qualifier=1627417006&id=5511448163856922&widgetName=sp_mtf
"ASUS VivoBook S S14 Intel Core i5-1135G7 11th Gen 14"" (35.56 cm) FHD Thin and Light Laptop (8GB RAM/512GB SSD + 32GB Optane Memory/Windows 10/Office 2019/Iris X Graphics/White/1.4 Kg) S433EA-AM502TS","64,400",4.3 out of 5 stars,180,https://www.amazon.in/gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg17_1?ie=UTF8&adId=A03404823J60Y42WFXIWD&url=%2FASUS-VivoBook-i5-1135G7-Graphics-S433EA-AM502TS%2Fdp%2FB08SNHVK6F%2Fref%3Dsr_1_268_sspa%3Fdchild%3D1%26keywords%3Dlaptop%26qid%3D1627417006%26sr%3D8-268-spons%26psc%3D1&qualifier=1627417006&id=5511448163856922&widgetName=sp_mtf
"(Renewed) Dell Intel Core i5-4th Gen 14 Inch(35.56 cms) 1366x768 HD Laptop (4GB RAM/320GB HDD/Windows 10 Pro/MS Office/Intel Integrated HD Graphics 4400/1.9Kg,Silver) Latitude E7440","34,499",,,https://www.amazon.in/Dell-1366x768-Integrated-Graphics-Latitude/dp/B09B4Y3C5J/ref=sr_1_269?dchild=1&keywords=laptop&qid=1627417006&sr=8-269
